filepath,weather,terrain
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_0,160,5,165.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_0,165,5,170.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_0,170,5,175.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_0,175,5,180.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_0,20,5,25.png",cloudy,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_0,25,5,30.png",cloudy,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_0,30,5,35.png",cloudy,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_0,35,5,40.png",cloudy,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_0,40,5,45.png",cloudy,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_0,45,5,50.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_0,5,5,10.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_0,50,5,55.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_0,55,5,60.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_0,60,5,65.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_0,65,5,70.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_0,70,5,75.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_0,75,5,80.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_0,80,5,85.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_0,85,5,90.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_0,90,5,95.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_0,95,5,100.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,-10,15,-5.png",clear,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,-100,15,-95.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,-105,15,-100.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,-110,15,-105.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,-115,15,-110.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,-120,15,-115.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,-125,15,-120.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,-130,15,-125.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,-135,15,-130.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,-140,15,-135.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,-145,15,-140.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,-15,15,-10.png",clear,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,-150,15,-145.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,-155,15,-150.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,-160,15,-155.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,-165,15,-160.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,-170,15,-165.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,-175,15,-170.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,-180,15,-175.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,-20,15,-15.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,-25,15,-20.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,-30,15,-25.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,-35,15,-30.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,-40,15,-35.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,-45,15,-40.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,-5,15,0.png",cloudy,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,-50,15,-45.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,-55,15,-50.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,-60,15,-55.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,-65,15,-60.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,-70,15,-65.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,-75,15,-70.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,-80,15,-75.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,-85,15,-80.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,-90,15,-85.png",cloudy,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,-95,15,-90.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,0,15,5.png",clear,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,10,15,15.png",clear,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,100,15,105.png",cloudy,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,105,15,110.png",cloudy,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,110,15,115.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,115,15,120.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,120,15,125.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,125,15,130.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,130,15,135.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,135,15,140.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,140,15,145.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,145,15,150.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,15,15,20.png",cloudy,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,150,15,155.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,155,15,160.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,160,15,165.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,165,15,170.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,170,15,175.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,175,15,180.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,20,15,25.png",cloudy,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,25,15,30.png",clear,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,30,15,35.png",clear,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,35,15,40.png",clear,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,40,15,45.png",clear,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,45,15,50.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,5,15,10.png",clear,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,50,15,55.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,55,15,60.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,60,15,65.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,65,15,70.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,70,15,75.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,75,15,80.png",clear,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,80,15,85.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,85,15,90.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,90,15,95.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_10,95,15,100.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,-10,20,-5.png",clear,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,-100,20,-95.png",cloudy,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,-105,20,-100.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,-110,20,-105.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,-115,20,-110.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,-120,20,-115.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,-125,20,-120.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,-130,20,-125.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,-135,20,-130.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,-140,20,-135.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,-145,20,-140.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,-15,20,-10.png",clear,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,-150,20,-145.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,-155,20,-150.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,-160,20,-155.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,-165,20,-160.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,-170,20,-165.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,-175,20,-170.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,-180,20,-175.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,-20,20,-15.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,-25,20,-20.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,-30,20,-25.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,-35,20,-30.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,-40,20,-35.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,-45,20,-40.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,-5,20,0.png",clear,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,-50,20,-45.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,-55,20,-50.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,-60,20,-55.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,-65,20,-60.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,-70,20,-65.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,-75,20,-70.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,-80,20,-75.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,-85,20,-80.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,-90,20,-85.png",cloudy,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,-95,20,-90.png",cloudy,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,0,20,5.png",clear,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,10,20,15.png",clear,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,100,20,105.png",cloudy,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,105,20,110.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,110,20,115.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,115,20,120.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,120,20,125.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,125,20,130.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,130,20,135.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,135,20,140.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,140,20,145.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,145,20,150.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,15,20,20.png",clear,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,150,20,155.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,155,20,160.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,160,20,165.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,165,20,170.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,170,20,175.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,175,20,180.png",cloudy,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,20,20,25.png",clear,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,25,20,30.png",clear,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,30,20,35.png",clear,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,35,20,40.png",clear,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,40,20,45.png",clear,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,45,20,50.png",clear,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,5,20,10.png",clear,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,50,20,55.png",clear,land
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,55,20,60.png",clear,water
"images/VIIRS_SNPP_CorrectedReflectance_TrueColor/2022-05-01/VIIRS_SNPP_CorrectedReflectance_TrueColor_2022-05-01_15,60,20,65.png",clear,water
